ID,cluster_engage,cluster_transcript,cluster_caption,cluster
lpYPEUJObQ0,0,2,E,3
0wyyX1FspRE,0,2,E,3
yoOQgGkYGZ0,0,2,B,3
9JY2vuxdWnU,0,2,B,3
nhuxzE016oU,0,2,B,3
3ziIdlgJQTk,0,2,B,3
FOjRjrlPg3o,0,2,B,3
0GTpRnUBveA,0,2,B,3
Ia1QXHPfKJw,0,2,B,3
dyRqPLKCvO4,4,2,B,3
